city_name	id	he	en	ru	ar	es	area	countdown	lat	lng
כפר ורבורג	377	כפר ורבורג	Kfar Warburg	Кфар Варбург	كفار وربورغ	Kfar Warburg	7	45	31.7187	34.7287
כפר ורדים	1513	כפר ורדים	Kfar Vradim	Кфар Врадим	كفار فراديم	Kfar Vradim	6	15	32.9951	35.2691
כפר זוהרים	310	כפר זוהרים	Kfar Zoharim	Кфар Зохарим	كفار زوهريم	Kfar Zoharim	3	60	31.6226	34.9257
כפר זיתים	1341	כפר זיתים	Kfar Zeitim	Кфар Зеитим	كفار زيتيم	Kfar Zeitim	4	60	32.8116	35.4652
כפר חב''ד	1861	כפר חבד	Kfar Chabad	Кфар Хабад	كفار حاباد	Kfar Jabad	23	90	31.990144	34.849103
כפר חיטים	1330	כפר חיטים	Kfar Hittim	Кфар Хитим	كفار حيطيم	Kfar Jittim	4	60	32.8	35.5033
כפר חיים	942	כפר חיים	Kfar Haim	Кфар Хаим	كفر حاييم	Kfar Jaim	9	90	32.3539	34.9007
כפר חנניה	1437	כפר חנניה	Kfar Hanania	Кфар Ханания	كفر حنانيا	Kfar Janania	16	60	32.916	35.4238
כפר חסידים	1243	כפר חסידים	Kfar Hassidim	Кфар Хасидим	كفار حسيديم	Kfar Jassidim	19	60	32.7523	35.0942
כפר חרוב	1289	כפר חרוב	Kfar Haruv	Кфар Харув	كفر حروب	Kfar Jaruv	10	15	32.7624	35.6642
כפר טבאש	1260	כפר טבאש	Kafr Tabbash	Кфар Табаш	قرية طباش	Kafr Tabbash	34	60	32.7485	35.1707
כפר טרומן	1854	כפר טרומן	Kfar Truman	Кфар Труман	كفر ترومن	Kfar Truman	20	90	31.9805	34.9277
כפר ידידיה	934	כפר ידידיה	Kfar Yedidia	Кфар Ядидья	كفر يديدياه	Kfar Yedidia	9	90	32.3449	34.899
כפר יהושע	1163	כפר יהושע	Kfar Yehoshua	Кфар Иешуа	كفر يهوشع	Kfar Yehoshua	34	60	32.6816	35.152
כפר יובל	1662	כפר יובל	Kfar Yuval	Кфар Юваль	كفار يوفال	Kfar Yuval	6	0	33.2466	35.5964
כפר יונה	922	כפר יונה	Kfar Yona	Кфар Йона	كفر يونه	Kfar Yona	9	90	32.3177	34.9336
כפר יחזקאל	1092	כפר יחזקאל	Kfar Yechezkel	Кфар Ихезкиель	كفر يحزكيل	Kfar YeJezkel	34	60	32.5669	35.3609
כפר יסיף	1461	כפר יסיף	Kfar Yassif	Кфар Ясиф	كفر ياسيف	Kfar Yassif	1	30	32.952	35.16
כפר יעבץ	902	כפר יעבץ	Kfar Yavetz	Кфар Явец	كفر ياعبيس	Kfar Yavetz	9	90	32.2739	34.9655
כפר כמא	1235	כפר כמא	Kfar Kama	Кфар Кама	كفر كما	Kfar Kama	4	60	32.7211	35.4428
כפר כנא	1255	כפר כנא	Kfar Kana	Кфар Кана	كفر كنا	Kfar Kana	34	60	32.7482	35.3438
כפר מונש	936	כפר מונש	Kfar Monash	Кфар Мона	كفار موناش	Kfar Monash	9	90	32.3456	34.9164
כפר מימון ותושיה	213	כפר מימון ותושיה	Kfar Maimon and Tushia	Кфар Маймон и Тушия	كفار ميمون وتوشيا	Kfar Maimon y Tushia	13	15	31.4324	34.5384
כפר מצר	1156	כפר מצר	Kafr Misr	Кафр Мейср	كفر مصر	Kafr Misr	34	60	32.6453	35.4221
כפר מל''ל	842	כפר מלל	Kafr Misr	Кфар Малаль	كفر ملول	Kafr Misr	9	90	32.167567	34.894744
כפר מנדא	1320	כפר מנדא	Kfar Manda	Кфар Манда	كفر مندا	Kfar Manda	16	60	32.8124	35.2586
כפר מנחם	397	כפר מנחם	Kfar Menachem	Кфар Менахем	كفار مناحيم	Kfar Menajem	3	60	31.7321	34.8351
כפר מסריק	1396	כפר מסריק	Kfar Masaryk	Кфар Масарик	كفار مسريك	Kfar Masaryk	1	30	32.8912	35.0984
כפר מרדכי	533	כפר מרדכי	Kfar Mordechai	Кфар Мордехай	كفار مردخاي	Kfar Mordejai	7	60	31.8315	34.7566
כפר נהר הירדן	1287	כפר נהר הירדן	Kfar Nehar HaYarden	Кфар Нехар ха-Ярден	كفار نهر الأردن	Kfar Nehar HaYarden	4	60	32.7683	35.4356
כפר נוער בן שמן	1843	כפר נוער בן שמן	Ben Shemen Youth Village	Кфар Ноар Бен Шемен	كفر نوعر بن شيمن	Aldea Juvenil Ben Shemen	23	90	31.9597	34.9291
כפר נטר	899	כפר נטר	Kfar Netter	Кфар Неттер	كفر نيطر	Kfar Netter	9	90	32.2719	34.872
כפר סאלד	1638	כפר סאלד	Kfar Szold	Кфар Сольд	كفار سالد	Kfar Szold	6	15	33.196	35.658
כפר סבא	840	כפר סבא	Kfar Saba	Кфар Саба	كفار سابا	Kfar Saba	9	90	32.1782	34.9076
כפר סילבר	352	כפר סילבר	Kfar Silver	Кфар Сильвер	كفر سيلفير	Kfar Silver	21	30	31.673	34.6121
כפר סירקין	761	כפר סירקין	Kfar Sirkin	Кфар Сиркин	كفار سيركين	Kfar Sirkin	18	90	32.0767	34.9228
כפר עבודה	894	כפר עבודה	Kfar Avoda	Кфар Авода	كفار عفوداه	Kfar Avoda	9	90	32.2557	34.9397
כפר עזה	239	כפר עזה	Kfar Azza	Кфар Аза	غزه	Kfar Azza	13	15	31.4834	34.5323
כפר עציון	326	כפר עציון	Kfar Etzion	Кфар Эцион	كفار عتسيون	Kfar Etzion	14	90	31.6495	35.1152
כפר פינס	1031	כפר פינס	Kfar Pinnes	Кфар Пинес	كفار بينس	Kfar Pinnes	5	90	32.4827	35.0021
כפר קאסם	793	כפר קאסם	Kfar Kassem	Кфар Касем	كفر قاسم	Kfar Kassem	9	90	32.1141	34.9728
כפר קיש	1166	כפר קיש	Kfar Kish	Кфар Киш	كفار كيش	Kfar Kish	34	60	32.6661	35.449
כפר קרע	1039	כפר קרע	Kfar Kara	Кфар Кара	كفر قرع	Kfar Kara	15	90	32.5055	35.0543
כפר רופין	1019	כפר רופין	Kfar Ruppin	Кфар Рупин	كفار روبين	Kfar Ruppin	25	60	32.4576	35.5557
כפר רות	1792	כפר רות	Kfar Rut	Кфар Рут	كفار روت	Kfar Rut	20	90	31.9104	35.0353
כפר שמאי	1475	כפר שמאי	Kfar Shamai	Кфар Шамай	كفار شماي	Kfar Shamai	1	30	32.9557	35.4579
כפר שמואל	593	כפר שמואל	Kfar Shmuel	Кфар Шмуэль	كفار شموئيل	Kfar Shmuel	23	90	31.8883	34.9348
כפר שמריהו	848	כפר שמריהו	Kfar Shmaryahu	Кфар Шмариягу	كفار شمرياهو	Kfar Shmaryahu	18	90	32.1871	34.8231
כפר תבור	1181	כפר תבור	Kfar Tavor	Кфар Тавор	كفار تابور	Kfar Tavor	34	60	32.6873	35.42
כפר תפוח	807	כפר תפוח	Kfar Tapuach	Кфар Тапуах	كفار تبواح	Kfar Tapuaj	11	90	32.118	35.2498
כפר תקווה	1202	כפר תקווה	Kfar Tikva	Кфар Тиква	كفار تكفا	Kfar Tikva	34	60	32.7013	35.115
כרכום	1457	כרכום	Karkom	Карком	كركوم	Karkom	1	30	32.9283	35.6063
כרם ביבנה	518	כרם ביבנה	Kerem BeYavne	Керем БеЯвне	كرم بيبنة	Kerem BeYavne	7	60	31.817	34.7236
כרם בן זמרה	1560	כרם בן זמרה	Kerem Ben Zimra	Керем Бен Зимра	كرم بن زمره	Kerem Ben Zimra	6	0	33.0392	35.4699
כרם מהר''ל	1136	כרם מהרל	Kerem Maharal	Керем Махарал	كرم مهرال	Kerem Maharal	22	60	32.644325	34.99145
כרם שלום	127	כרם שלום	Kerem Shalom	Керем Шалом	كرم شلوم	Kerem Shalom	13	15	31.2283	34.2846
כרמי יוסף	553	כרמי יוסף	Karmei Yossef	Кармей Йосеф	كرمي يوسف	Karmei Yossef	23	90	31.848	34.9213
כרמי צור	302	כרמי צור	Karmei Tzur	Кармей Цур	كرمي تسور	Karmei Tzur	14	90	31.6095	35.1013
כרמי קטיף	261	כרמי קטיף	Karmei Katif	Кармей Катиф	كرمي كطيف	Karmei Katif	14	60	31.5378	34.912
כרמיאל	1417	כרמיאל	Karmiel	Кармиэль	كرمئيل	Karmiel	1	30	32.9147	35.2924
כרמיה	291	כרמיה	Karmia	Кармия	كرميه	Karmia	13	15	31.6027	34.5404
כרמים	176	כרמים	Kramim	Крамим	كرميم	Kramim	24	90	31.3337	34.9179
כרמית	175	כרמית	Carmit	Кармит	كرميت	Carmit	24	60	31.3322	34.8968
כרמל	217	כרמל	Carmel	Кармель	كرمل	Carmel	14	90	31.4318	35.1828
לבון	1450	לבון	Lavon	Лавон	لفون	Lavon	1	30	32.9412	35.2865
לביא	1312	לביא	Lavi	Лави	لفي	Lavi	4	60	32.7876	35.4407
לבנים	1388	לבנים	Livnim	Ливним	لبنيم	Livnim	4	60	32.8638	35.4975
להב	197	להב	Lahav	Лахав	لاهف	Lahav	24	45	31.3794	34.8713
להבות הבשן	1625	להבות הבשן	Lehavot HaBashan	Лехавот ха-Башан	لهفوت هباشان	Lehavot HaBashan	6	15	33.1412	35.6479
להבות חביבה	976	להבות חביבה	Lehavot Haviva	Лехавот Хавива	لهافوت حبيية	Lehavot Javiva	5	90	32.3952	35.0118
להבים	185	להבים	Lehavim	Лехавим	لهافيم	Lehavim	24	45	31.3738	34.817
לוד	1830	לוד	Lod	Лод	اللد	Lod	23	90	31.951	34.8881
לוזית	358	לוזית	Luzit	Лузит	لوزيت	Luzit	3	60	31.6882	34.8882
לוחמי הגטאות	1469	לוחמי הגטאות	Lochamei HaGetaot	Лохамей ха-Гетаот	لوحمي هجيتؤوت	Loחamei HaGetaot	1	30	32.9627	35.0967
לוטם וחמדון	1400	לוטם וחמדון	Lotem and Hamdon	Лотем и Хамдон	لوطم وحمدون	Lotem and Hamdon	16	60	32.8809	35.36
לוטן	24	לוטן	Lotan	Лотан	لوطن	Lotan	27	90	29.9883	35.0868
לטרון	545	לטרון	Latrun	Латрун	لطرون	Latrun	3	90	31.8369	34.9772
לימן	1563	לימן	Lehman	Лиман	ليمن	Lehman	6	0	33.0587	35.1118
לכיש	270	לכיש	Lakhish	Лахиш	لخيش	Lajish	7	45	31.5609	34.8441
לפיד	1802	לפיד	Lapid	Лапид	لبيد	Lapid	20	90	31.917	35.0318
לפידות	1471	לפידות	Lapidot	Лапидот	لفيدوت	Lapidot	1	30	32.9598	35.261
לקיה	153	לקיה והפזורה	Lakiya and the Bedouin Diaspora	Лакия и диаспора	اللقية وضواحيها	Lakiya y la Diáspora Beduina	24	60	31.3249	34.8662
מאור	986	מאור	Maor	Маор	مئور	Maor	5	90	32.4258	35.0053
מאיר שפיה	1100	מאיר שפיה	Meir Shfeya	Меир Шфея	مئير شفيه	Meir Shfeya	22	60	32.5912	34.9711
מבוא ביתר	401	מבוא ביתר	Mevo Beitar	Мево Бейтар	مافو بيتار	Mevo Beitar	3	90	31.7226	35.1067
מבוא דותן	988	מבוא דותן	Mevo Dotan	Мево Дотан	مافو دوتان	Mevo Dotan	11	90	32.4208	35.1739
מבוא חורון	554	מבוא חורון	Mevo Horon	Мево Хорон	مافو حورون	Mevo Joron	20	90	31.8496	35.035
מבוא חמה	1257	מבוא חמה	Mevo Hama	Мево Хама	مافو حاماه	Mevo Jama	10	15	32.7367	35.6552
מבוא מודיעים	1820	מבוא מודיעים	Mevo Modi'im	Мево Модиим	مافو موديعيم	Mevo Modi'im	20	90	31.9339	34.988
מבואות יריחו	1804	מבואות יריחו	Mevuot Yericho	Мевуот Йерихо	مفوؤت يريحو	Mevuot Yericho	29	90	31.9074	35.4156
מבועים	224	מבועים	Mabu'im	Мабуим	مفوعيم	Mabu'im	17	30	31.4494	34.655
מבטחים, עמיעוז, ישע	135	מבטחים, עמיעוז, ישע	Mivtahim, Ami'oz, Yesha	Мивтахим, Амиоз, Еша	مبطاحيم ، عميعوز ، يشع	Mivtajim, Amioz, Yesha	13	15	31.2426	34.4065
מבקיעים	304	מבקיעים	Mavki'im	Мавкиим	مفكيعيم	Mavki'im	21	30	31.6225	34.5774
מבשרת ציון	494	מבשרת ציון	Mevasseret Zion	Мевасерет Цион	مبريشت تسيون	Mevasseret Zion	32	90	31.8041	35.1579
מג'דל כרום	1425	מגדל כרום	Majd al-Krum	Маджд Аль Крум	مجد الكروم	Majd al-Krum	1	30	32.9201	35.2566
מג'דל שמס	1665	מגדל שמס	Majdal Shams	Маджд Аль Шамс	مجدل شمس	Majdal Shams	28	0	33.2691	35.7721
מגדים	1213	מגדים	Megadim	Мегадим	مجاديم	Megadim	22	60	32.7277	34.9609
מגדל	1358	מגדל	Migdal	Мигдаль	مجدال	Migdal	4	60	32.8395	35.4998
מגדל העמק	1158	מגדל העמק	Migdal HaEmek	Мигдаль ха-Эмек	مجدال هعيمق	Migdal HaEmek	34	60	32.6778	35.2417
מגדל עוז	328	מגדל עוז	Migdal Oz	Мигдаль Оз	مجدل عوز	Migdal Oz	14	90	31.6409	35.1431
מגדל תפן	1494	מגדל תפן	Migdal Tefen	Мигдаль Тефен	مجدال تيفن	Migdal Tefen	1	30	32.9767	35.278
מגדלים	789	מגדלים	Megadlim	Мегадлим	مجدليم	Megadlim	11	90	32.0899	35.3426
קיבוץ מגידו	1095	קיבוץ מגידו	Kibutz Megiddo	Кибуц Мегидо	كيبوتس مجيدو	Kibutz Megiddo	15	90	32.5785	35.1805
מגל	971	מגל	Magal	Магаль	مجال	Magal	15	90	32.3856	35.0361
מגן	154	מגן	Magen	Маген	ماجن	Magen	13	15	31.2987362	34.4269827
מגן שאול	1061	מגן שאול	Magen Shaul	Маген Шауль	ماجن شاؤول	Magen Shaul	34	60	32.5215	35.3064
מגרון	599	מגרון	Migron	Мигрон	ميجرون	Migron	11	90	31.874167	35.259588
מגשימים	732	מגשימים	Magshimim	Магшимим	مجشيميم	Magshimim	18	90	32.0444	34.8998
מדרך עוז	1104	מדרך עוז	Midrach Oz	Мидрах Оз	مدراخ عوز	Midraj Oz	15	90	32.5946	35.158
מדרשת בן גוריון	53	מדרשת בן גוריון	Ben Gurion College	Колледж Бен Гурион	مدرشت بن غوريون	Midreshet Ben Gurion	2	90	30.8523	34.7834
מודיעין	1785	מודיעין	Modi'in	Модиин	موديعين	Modi'in	20	90	31.8903	35.0104
מודיעין - ישפרו סנטר	594	מודיעין - ישפרו סנטר	Modi'in - Ishpro Center	Модиин - Ишпро центр	موديعين- يشفرو سنتر	Modi'in - Ishpro Centro	20	90	31.8898056	34.9649992
מודיעין - ליגד סנטר	1791	מודיעין - ליגד סנטר	Modi'in - Ligad Center	Модиин - центр Лигад	موديعين - ليجد سنتر	Modi'in - Ligad Centro	20	90	31.9211897	34.9701743
מודיעין עילית	1814	מודיעין עילית	Modi'in Illit	Модиин Илит	موديعين عيليت	Modi'in Illit	20	90	31.9325	35.0423
מולדת	1107	מולדת	Moledet	Моледет	مولدت	Moledet	25	60	32.5862	35.4389
מועאוויה	1066	מועאוויה	Mu'awiya	Муавия	معاوية	Mu'awiya	15	90	32.5319	35.1029
מרכז אזורי דרום השרון	814	מרכז אזורי דרום השרון	Southern Sharon Regional Center	Регеональный центр Дром ха	مركز أقليمي غرب الشارون	Southern Sharon Regional Center	9	90	32.1336	34.912
מרכז אזורי מבואות חרמון	1613	מרכז אזורי מבואות חרמון	Mevuot Hermon Regional Council	Мевуот Хермон Региональны	المجلس المحلي مفوؤت حرمون	Mevuot Hermon Regional Council	6	0	33.1209	35.5699
מרכז אזורי מרום גליל	1525	מרכז אזורי מרום גליל	Marom HaGalil Regional Center	Региональный центр Маром Г	مركز ميروم هجليل الإقليمي	Marom HaGalil Regional Center	1	30	32.998	35.4415
מוצא עילית	495	מוצא עילית	Motza Illit	Моца Илит	موتسا عيليت	Motza Illit	32	90	31.7936	35.157
מוקיבלה	1060	מוקיבלה	Muqeible	Мукейбле	مقيبلة	Muqeible	34	60	32.5151	35.2948
מורן	1436	מורן	Moran	Моран	موران	Moran	16	60	32.9216	35.3948
מורשת	1348	מורשת	Moreshet	Морешет	موريشت	Moreshet	16	60	32.8261	35.232
מזור	739	מזור	Mazor	Мазор	مازور	Mazor	20	90	32.0507	34.9314
מזכרת בתיה	534	מזכרת בתיה	Mazkeret Batya	Мазкерет Батья	مزكيرت باتيا	Mazkeret Batya	23	90	31.8532	34.8424
מזרע	1152	מזרע	Mizra	Мизра	مزراع	Mizra	34	60	32.6499	35.2864
מזרעה	1490	מזרעה	Mazra'a	Мазра	مزرعة	Mazra'a	1	30	32.9837	35.0989
מחולה	963	מחולה	Mehola	Мехола	محوله	Mejola	29	90	32.3653	35.516
מחניים	1517	מחניים	Machanaim	Маханаим	محانييم	Majanaim	1	30	32.9888	35.5704
מחסיה	422	מחסיה	Mahsiya	Махсия	محسيه	Majsiya	3	90	31.7489	35.0073
מטווח ניר עם	251	מטווח ניר עם	Nir Am Shooting Range	Стрельбище Нир Ам	متفاح نير عام	Rango de Disparo Nir Am	13	15	31.5128	34.5543
מטולה	1669	מטולה	Metulla	Метула	المطلة	Metulla	6	0	33.2772	35.5782
מטע	389	מטע	Mata	Мата	مطاع	Mata	3	90	31.7165	35.0606
מי עמי	1048	מי עמי	Mei Ami	Мей Ами	مي عامي	Mei Ami	15	90	32.505	35.1464
מייסר	999	מייסר	Meiser	Мейсер	ميسر	Meiser	15	90	32.4452	35.0421
מיצד	288	מיצד	Metzad	Мецад	ميتساد	Metzad	14	90	31.5862	35.1876
מיצר	1290	מיצר	Metzar	Мецар	ميتسار	Metzar	10	0	32.7686	35.7364
מירב	1009	מירב	Merav	Мерав	ميراف	Merav	25	60	32.452	35.4225
מירון	1502	מירון	Meron	Мерон	ميرون	Meron	1	30	32.9852	35.4416
מישר	503	מישר	Meishar	Мейшар	ميشر	Meishar	7	60	31.8159	34.7526
מיתר	169	מיתר	Meitar	Мейтар	ميتار	Meitar	24	90	31.327	34.9432
מכון וינגייט	888	מכון וינגייט	Wingate Institute	Институт Вингейт	معهد فينجيت	Instituto Wingate	9	90	32.263	34.837
מכורה	847	מכורה	Mekhora	Мехора	مخوراه	Mejora	29	90	32.1642	35.4236
מכמורת	978	מכמורת	Mikhmoret	Михморет	مخمورت	Mijmoret	9	90	32.4065	34.8716
מכמנים	1426	מכמנים	Mikhmanim	Михманим	مخمنيم	Mikhmanim	1	30	32.9075	35.3287
מלונות ים המלח מרכז	1874	מלונות ים המלח מרכז	Dead Sea Hotels - Center	Отели Мертого моря - Центра	فنادق البحر الميت	Hoteles del Mar Muerto - centro	12	90	31.1803	35.3645
מלכיה	1608	מלכיה	Malkia	Малкия	ملاخيا	Malkia	6	0	33.0986	35.5096
ממשית	1897	ממשית	Mamshit	Мамшит	ممشيت	Mamshit	2	90	31.0345	35.0478
מנוחה	324	מנוחה	Menucha	Менуха	منوحاه	Menuja	7	45	31.6562	34.7773
מנוף	1366	מנוף	Manof	Маноф	مانوف	Manof	16	60	32.8533	35.2374
מנות	1555	מנות	Manot	Манот	مانوت	Manot	6	0	33.0387	35.1952
מנחמיה	1167	מנחמיה	Menahemia	Менахемия	منحميه	Menajemia	25	60	32.6643	35.5553
מנחת מחניים	1508	מנחת מחניים	Machanaim landing pad	Маханаим посадочная площад	مهبط محانايم	Pista de Aterrizaje Machanaim	1	30	32.9781	35.572
מנרה	1636	מנרה	Manara	Манара	مناره	Manara	6	0	33.1954	35.5437
מנשית זבדה	1204	מנשית זבדה	Manshiya Zabda	Маншия Забда	منشية زبدة	Manshiya Zabda	34	60	32.7062	35.1924
מסד	1371	מסד	Massad	Массад	مساد	Massad	16	60	32.8442	35.4232
מסדה	1189	מסדה	Masada	Масада	مساده	Masada	10	30	32.6823	35.5977
מסילות	1049	מסילות	Messilot	Месилот	مسيلوت	Messilot	25	60	32.4974	35.4747
מסילת ציון	489	מסילת ציון	Mesillat Zion	Месилат Цион	مسيلوت تسيون	Mesillat Zion	3	90	31.8014	35.0095
מסלול	162	מסלול	Maslul	Маслуль	مسلول	Maslul	17	30	31.3253422	34.5885811
מסעדה	1655	מסעדה	Mas'ade	Масаде	مسعده	Mas'ade	28	0	33.2321	35.7556
מע'אר	1393	מעאר	Maghar	Магар	المغار	Maghar	16	60	32.8907	35.4046
מעברות	953	מעברות	Ma'abarot	Мааборот	معفروت	Ma'abarot	9	90	32.3642	34.9057
מעגלים, גבעולים, מלילות	200	מעגלים, גבעולים, מלילות	Ma'galim, Giv'olim, M'lilot	Маагалим, Гиволим, Мелилот	معجليم ، جبعوليم ، مليلوت	Ma'galim, Giv'olim, M'lilot	17	30	31.392	34.5943
מעגן	1226	מעגן	Ma'agan	Мааган	معجان	Ma'agan	10	30	32.7063	35.6006
מעגן מיכאל	1072	מעגן מיכאל	Ma'agan Michael	Мааган Михаэль	معجان ميخائيل	Ma'agan Michael	5	90	32.5587	34.9178
מעוז חיים	1052	מעוז חיים	Maoz Haim	Маоз Хаим	معوز حييم	Maoz Jaim	25	60	32.4941	35.5508
מעון	211	מעון	Ma'on	Маон	معون	Ma'on	14	90	31.4146	35.1639
מעון צופיה	1761	מעון צופיה	Maon Tzofia	Маон Цофия	مكان اقامة تستوفيا	Maon Tzofia	7	60	31.8557	34.7379
מעונה	1534	מעונה	Maona	Маона	معوناه	Maona	6	0	33.0169	35.2636
מעיין ברוך	1658	מעיין ברוך	Ma'ayan Baruch	Мааян Барух	معيان باروخ	Ma'ayan Baruj	6	0	33.2393	35.6094
מעיין צבי	1088	מעיין צבי	Ma'ayan Zvi	Мааян Цви	معيان تسفي	Ma'ayan Zvi	5	90	32.5685	34.9406
מעיליא	1540	מעיליא	Mi'ilya	Миилия	معليا	Mi'ilya	6	0	33.0272	35.2563
מעלה אדומים	454	מעלה אדומים	Ma'aleh Edomim	Маале Адумим	معليه أدوميم	Ma'aleh Edomim	14	90	31.7774	35.298
מעלה אפרים	775	מעלה אפרים	Ma'aleh Ephraim	Маале Эфраим	معليه افرايم	Ma'aleh Ephraim	29	90	32.0713	35.4039
מעלה גלבוע	1024	מעלה גלבוע	Ma'aleh Gilboa	Маале Гильбоа	معليه جلبوع	Ma'aleh Gilboa	25	60	32.4761	35.4206
מעלה גמלא	1411	מעלה גמלא	Ma'aleh Gamla	Маале Гамла	معليه جملا	Ma'aleh Gamla	10	15	32.8883	35.686
מעלה החמישה	526	מעלה החמישה	Ma'aleh HaHamisha	Маале ха-Хамиша	معليه هحميشا	Ma'aleh HaJamisha	3	90	31.8174	35.1094
מעלה חבר	243	מעלה חבר	Ma'ale Hever	Маале Хевер	معاليه حيفر	Ma'ale Jever	14	90	31.4871	35.1651
מעלה לבונה	750	מעלה לבונה	Ma'aleh Levona	Маале Левона	معليه لبونا	Ma'aleh Levona	11	90	32.0544	35.2395
מעלה מכמש	1776	מעלה מכמש	Ma'aleh Michmash	Маале Михмаш	معليه مخمش	Ma'aleh Mijmash	11	90	31.8791	35.3059
מעלה עירון	1075	מעלה עירון	Ma'aleh Iron	Маале Ирон	معليه عيرون	Ma'aleh Iron	15	90	32.5541	35.1825
מעלה עמוס	294	מעלה עמוס	Ma'aleh Amos	Маале Амос	معليه عاموس	Ma'aleh Amos	14	90	31.5969	35.2294
מעלה צביה	1409	מעלה צביה	Ma'aleh Zvia	Маале Цвия	معليه تسفيا	Ma'aleh Zvia	16	60	32.8894	35.3314
מעלה רחבעם	1923	מעלה רחבעם	Ma'ale Rekhav'am	Маале Рехва'м	معلي رحبعم	Ma'ale Rekhav'am	14	90	31.6494	35.2589
מעלה שומרון	845	מעלה שומרון	Ma'aleh Shomron	Маале Шомрон	معاليه شومرون	Ma'aleh Shomron	11	90	32.1654	35.0697
מעלות תרשיחא	1523	מעלות תרשיחא	Ma'a lot Tarshicha	Маалот Таршиха	معلوت ترشيحا	Ma'a lot Tarshija	6	0	33.015	35.276
מענית	1007	מענית	Ma'anit	Маанит	معنيت	Ma'anit	5	90	32.458	35.0266
מעש	747	מעש	Maas	Мааш	معش	Maas	18	90	32.0635	34.8926
מפלסים	244	מפלסים	Mefalsim	Мефалсим	مفلسيم	Mefalsim	13	15	31.5022	34.5617
מצדה	170	מצדה	Massada	Массада	متساده	Massada	12	90	31.3114	35.3627
מצובה	1570	מצובה	Metzuba	Мецуба	متسوفا	Metzuba	6	0	33.0623	35.1557
מצוקי דרגות	295	מצוקי דרגות	Metzokei Dragot	Мецокей Драгот	متسوكي دراجوت	Metzokei Dragot	12	90	31.591	35.3933
מצליח	1783	מצליח	Matzliach	Мацлиах	متسليح	Matzliaj	23	90	31.9064	34.8713
מצפה	1323	מצפה	Mitzpeh	Мицпе	متسبي	Mitzpeh	4	60	32.79	35.5079
מצפה אבי''ב	1353	מצפה אביב	Mitzpeh Aviv	Мицпе Авив	متسبي أفيف	Mitzpeh Aviv	16	60	32.837951	35.201059
מצפה אילן	1016	מצפה אילן	Mitzpeh Ilan	Мицпе Илан	متسبيه إيلان	Mitzpeh Ilan	15	90	32.4614	35.0689
מצפה יריחו	541	מצפה יריחו	Mitzpeh Yericho	Мицпе Йерихо	متسبي يريحو	Mitzpeh Yerijo	14	90	31.8157	35.3954
מצפה נטופה	1329	מצפה נטופה	Mitzpeh Netofa	Мицпе Нетофа	متسبي نتوفا	Sakhnin	16	60	32.8017	35.3835
מצפה רמון	38	מצפה רמון	Mitzpeh Ramon	Мицпе Рамон	متسفي رمون	Mitzpeh Ramon	2	90	30.6102	34.8019
מצפה שלם	280	מצפה שלם	Mitzpeh Shalem	Мицпе Шалем	متسبي شلم	Mitzpeh Shalem	12	90	31.5689	35.4004
מצר	994	מצר	Metzer	Мецер	ميتسر	Metzer	15	90	32.4402	35.0477
מקווה ישראל	715	מקווה ישראל	Mikveh Israel	Микве Исраэль	مكفيه اسرائيل	Mikveh Israel	18	90	32.03	34.7829
מרגליות	1642	מרגליות	Margaliot	Маргалиот	مرجليوت	Margaliot	6	0	33.2165	35.5444
מרום גולן	1622	מרום גולן	Merom Golan	Мером Голан	مروم جولان	Merom Golan	28	0	33.1326	35.7771
מרחב עם	58	מרחב עם	Merhav Am	Мерхав Ам	مرحاف عام	Merjav Am	2	90	30.888	34.8282
מרחביה מושב	1118	מרחביה מושב	Merhavia Moshav	Мерхавия Мошав	مرحافيا موشاف	Merjavia Moshav	34	60	32.6048	35.316
מרחביה קיבוץ	1119	מרחביה קיבוץ	Merhavia Kibbutz	Мерхавия Киббуц	مرحافيا كيبوتس	Merjavia Kibbutz	34	60	32.6059	35.3073
מרחצאות עין גדי	218	מרחצאות עין גדי	Ein Gedi Baths	Эйн Геди спа	حمامات عين جدي	banos de Ein Gedi	12	90	31.4173	35.3785
מרכז אזורי מגילות	1716	מרכז אזורי מגילות	Megilot Regional Center	Регеональный центр Мегилот	مركز أقليمي منطقة مجيلوت	Megilot Regional Center	12	90	31.7738	35.5038
מרכז אזורי משגב	1378	מרכז אזורי משגב	Misgav Regional Center	Районный центр Мисгав	المركز الاقليمي مسجاف	Centro Regional Misgav	16	60	32.8588	35.2598
מרכז ימי קיסריה	1043	מרכז ימי קיסריה	Caesarea Marine Center	Морской центр Кейсария	مركز بحري قيساريا	Centro Marino Caesarea	5	90	32.5017	34.8925
מרכז מיר''ב	1144	מרכז מירב	Merav Center	Центр Мерав	مركز ميراب	Merav Centro	22	60	32.64726	34.964089
מרכז שפירא	366	מרכז שפירא	Merkaz Shapira	Центр Шапира	مركز شفيرا	Merkaz Shapira	7	45	31.6969	34.7073
מרעית	150	מרעית	Mar'it	Мар'ит	مرعيت	Mar'it	2	90	31.2812	35.0534
משאבי שדה	77	משאבי שדה	Mashabei Sadeh	Машавей Саде	مشأفي ساديه	Mashabei Sadeh	2	90	31.004	34.785
משגב דב	502	משגב דב	Misgav Dov	Мисгав Дов	مسجاف دوف	Misgav Dov	7	60	31.8191	34.7392
